"PAIS","PROVINCIA","MUNICIPIO"
"ARGENTINA","MENDOZA","RIVADAVIA_"
"ARGENTINA","CORDOBA","TOTORAL"
"ARGENTINA","LA_RIOJA","ARAUCO"
"ARGENTINA","BUENOS_AIRES","TRES_ARROYOS"
"ARGENTINA","BUENOS_AIRES","ALBERTI"
"ARGENTINA","BUENOS_AIRES","LEZAMA"
"ARGENTINA","BUENOS_AIRES","GENERAL_GUIDO"
"ANDORRA","LA_MASSANA","SIN_INFORMAR"
"ESPAÑA","MALLORCA","LLOSETA"
"ESPAÑA","LAS_PALMAS","ARUCAS"
"ESPAÑA","SEGOVIA","NAVA_DE_LA_ASUNCION"
"BRASIL","RIO_DE_JANEIRO","VALE_DO_PARAíBA_FLUMINENSE"
"ESPAÑA","MADRID","MEJORADA_DEL_CAMPO"
"ESPAÑA","BARCELONA","MONTGAT"
"COREA_DEL_SUR","CH_UNGCH_ONG-NAMDO","SIN_INFORMAR"
"ESPAÑA","JAEN","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","GERNIKA_LUMO"
"ESTADOS_UNIDOS","MAINE","SIN_INFORMAR"
"ESPAÑA","BARCELONA","MONTSENY"
"CHILE","ANTOFAGASTA","SIN_INFORMAR"
"ESPAÑA","NAVARRA","ZIZUR_MAYOR"
"ESPAÑA","TOLEDO","BOROX"
"SUDAFRICA","MPUMALANGA","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","SORIA","ALMAZAN"
"REPUBLICA_POPULAR_CHINA","TIANJIN","SIN_INFORMAR"
"REINO_UNIDO","ANGUS","SIN_INFORMAR"
"ESPAÑA","NAVARRA","MENDAVIA"
"ESPAÑA","BURGOS","MIRANDA_DE_EBRO"
"BRASIL","SANTA_CATARINA","TIJUCAS"
"ECUADOR","CANAR","SIN_INFORMAR"
"ESPAÑA","VALENCIA","BENIARJO"
"ARGENTINA","DESA_HUMANO","LA_MATANZA"
"ESPAÑA","TOLEDO","ESPINOSO_DEL_REY"
"REINO_UNIDO","TYNE_AND_WEAR","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","SANTA_COMBA"
"MEXICO","MEXICO","TULTITLáN"
"TAILANDIA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","CUENCA","MOTILLA_DEL_PALANCAR"
" ","TIERRA DEL FUEGO","RIO GRANDE"
"ESPAÑA","VALLADOLID","CABEZON_DE_PISUERGA"
"ESPAÑA","TOLEDO","SAN_PABLO_DE_LOS_MONTES"
"ESPAÑA","TOLEDO","LOMINCHAR"
"ARGENTINA","SAN_LUIS","SALTA_CAPITAL"
"ESPAÑA","BARCELONA","SANT_QUIRZE_DE_BESORA"
"ESPAÑA","AVILA","BURGOHONDO"
"RUSIA","KURSK","SIN_INFORMAR"
"ARGENTINA","NEUQUEN","LONCOPUé"
"ARGENTINA","BUENOS_AIRES","BALCARCE"
"ARGENTINA","BUENOS_AIRES","BARADERO"
"ARGENTINA","SALTA","RIVADAVIA"
"ARGENTINA","CATAMARCA","EL_ALTO"
"ARGENTINA","CHACO","GENERAL_BELGRANO"
"ARGENTINA","CATAMARCA","VALLE_VIEJO"
"ARGENTINA","SANTIAGO_DEL_ESTERO","MITRE"
"ESPAÑA","LLEIDA","ALBATARREC"
"ESPAÑA","TENERIFE","TACORONTE"
"ESPAÑA","PONTEVEDRA","SIN_INFORMAR"
"ESPAÑA","GIRONA","OLOT"
"ESPAÑA","JAEN","CAROLINA__LA"
"ESPAÑA","GRANADA","SANTA_FE"
"FRANCIA","LANGUEDOC-ROUSSILLON","SIN_INFORMAR"
"REINO_UNIDO","HAMPSHIRE","SIN_INFORMAR"
"REINO_UNIDO","HEREFORDSHIRE","SIN_INFORMAR"
"VIRGIN_ISLANDS_BRITISH","VIRGIN_ISLANDS,_BRITISH_(GENERAL)","SIN_INFORMAR"
"BOLIVIA","POTOSI","CORNELIO_SAAVEDRA"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","SAAVEDRA"
"SUIZA","JURA","SIN_INFORMAR"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 15"
"SANTA_LUCIA","CASTRIES","SIN_INFORMAR"
"ESPAÑA","VALENCIA","ENGUERA"
"PANAMA","COLON","SIN_INFORMAR"
"GUATEMALA","QUICHE","SIN_INFORMAR"
"REINO_UNIDO","CARMARTHENSHIRE","SIN_INFORMAR"
"BRASIL","PARAIBA","CAMPINA_GRANDE"
"ESPAÑA","BARCELONA","GIRONELLA"
"ESPAÑA","CIUDAD_REAL","POZUELOS_DE_CALATRAVA__LOS"
"SEYCHELLES","GLACIS","SIN_INFORMAR"
"ESPAÑA","VALENCIA","CHELLA"
"ARGENTINA","SALTA","ANTA"
"ESPAÑA","ASTURIAS","OVIEDO"
"ITALIA","VENETO","SIN_INFORMAR"
"VENEZUELA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","LUGO","SARRIA"
"AUSTRIA","WIEN","SIN_INFORMAR"
"ESPAÑA","MADRID","TORREMOCHA_DE_JARAMA"
"BRASIL","GOIAS","ANáPOLIS"
"ESPAÑA","BARCELONA","CABRILS"
"VIETNAM","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","VALENCIA","PILES"
"ESPAÑA","BARCELONA","ABRERA"
"REINO_UNIDO","NOTTINGHAMSHIRE","SIN_INFORMAR"
"ESPAÑA","BADAJOZ","PUEBLA_DE_LA_CALZADA"
"ESPAÑA","LA_RIOJA","CALAHORRA"
"MEXICO","PUEBLA","JUAN_C._BONILLA"
"TAILANDIA","UBON_RATCHATHANI","SIN_INFORMAR"
"ESPAÑA","CANTABRIA","MIENGO"
"ESPAÑA","SALAMANCA","PITIEGUA"
"ISRAEL","TEL_AVIV","RAMAT_HASHARON"
"ESPAÑA","GUADALAJARA","BRIHUEGA"
"ESPAÑA","SALAMANCA","TERRADILLOS"
"ESPAÑA","SALAMANCA","VALDUNCIEL"
"MEXICO","OAXACA","SANTA_MARíA_COLOTEPEC"
"PORTUGAL","VILA_REAL","SIN_INFORMAR"
"ESPAÑA","PALENCIA","SIN_INFORMAR"
"ESPAÑA","JAEN","CAMBIL"
"ESPAÑA","ASTURIAS","PARRES"
"ESPAÑA","ALMERIA","ALCUDIA_DE_MONTEAGUD"
"ESPAÑA","CUENCA","HONRUBIA"
"RUSIA","MOSKVA","SIN_INFORMAR"
"COREA_DEL_SUR","CHOLLA-BUKTO","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","JIANGXI","SIN_INFORMAR"
"ESPAÑA","SORIA","NAVALENO"
"ESPAÑA","VIZCAYA","BAKIO"
"ESPAÑA","VALENCIA","OLOCAU"
"PAPUA_NUEVA_GUINEA","SIN_INFORMAR","SIN_INFORMAR"
"CHILE","SIN_INFORMAR","GENERAL_CARRERA"
" ","BUENOS AIRES","LUJAN"
"ESPAÑA","NAVARRA","MELIDA"
"ESPAÑA","BURGOS","VILVIESTRE_DEL_PINAR"
"ESPAÑA","NAVARRA","LEKUNBERRI"
"BOLIVIA","LA_PAZ","SUD_YUNGAS"
"ESPAÑA","LLEIDA","ESTERRI_D´ANEU"
"RUSIA","BELGOROD","SIN_INFORMAR"
"ARGENTINA","SALTA","SANTA_VICTORIA"
"ARGENTINA","MISIONES","CONCEPCIóN"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SILíPICA"
"ARGENTINA","LA_RIOJA","CHAMICAL"
"ARGENTINA","CORDOBA","TULUMBA"
"ESPAÑA","BARCELONA","SANT_FELIU_DE_LLOBREGAT"
"ESPAÑA","TENERIFE","PASO__EL"
"ESPAÑA","VALENCIA","FONT_D´EN_CARROS__LA"
"ESPAÑA","LA_RIOJA","ALBERITE"
"ESPAÑA","PONTEVEDRA","NIGRAN"
"VENEZUELA","MONAGAS","SIN_INFORMAR"
"ESPAÑA","VALENCIA","BURJASSOT"
"ESTADOS_UNIDOS","ARKANSAS","SIN_INFORMAR"
"ESTADOS_UNIDOS","LOUISIANA","SIN_INFORMAR"
"ESPAÑA","GUADALAJARA","ALMOGUERA"
" ","CORDOBA","PRESIDENTE ROQUE SAENZ PEÑA"
"ESPAÑA","MADRID","ZARZALEJO"
"ESPAÑA","GRANADA","GUADIX"
"ESPAÑA","ALICANTE","PILAR_DE_LA_HORADADA"
"GUADALUPE","GUADELOUPE_DEPARTEMENT","SIN_INFORMAR"
"ESPAÑA","BARCELONA","CASTELLAR_DEL_VALLES"
"MEXICO","QUERETARO_DE_ARTEAGA","SAN_JUAN_DEL_RíO"
"ESPAÑA","MADRID","VALDEMORILLO"
"ESPAÑA","GUIPUZCOA","LAZKAO"
"ESPAÑA","BARCELONA","VALLROMANES"
"CHILE","MAGALLANES_Y_DE_LA_ANTARTICA_CHILENA","TIERRA_DEL_FUEGO"
"MEXICO","COAHUILA_DE_ZARAGOZA","MONCLOVA"
"ESPAÑA","SEVILLA","CANTILLANA"
"ESPAÑA","GRANADA","ILLORA"
"CHILE","COQUIMBO","CHOAPA"
"CROACIA","SPLITSKO-DALMATINSKA","SIN_INFORMAR"
"ESPAÑA","ZAMORA","SIN_INFORMAR"
"ESPAÑA","JAEN","ALCALA_LA_REAL"
"TAILANDIA","PHUKET","SIN_INFORMAR"
"ESPAÑA","VALENCIA","ANNA"
" ","MISIONES","IGUAZU"
"ESPAÑA","TOLEDO","BURUJON"
"ESPAÑA","PALENCIA","BECERRIL_DE_CAMPOS"
"ESPAÑA","TARRAGONA","MONT_RAL"
"COLOMBIA","DISTRITO_ESPECIAL","SIN_INFORMAR"
"ESPAÑA","TOLEDO","NAMBROCA"
"CHILE","COQUIMBO","LIMARí"
"REPUBLICA_DOMINICANA","MARIA_TRINIDAD_SANCHEZ","SIN_INFORMAR"
"ESPAÑA","LLEIDA","BELL_LLOC_D´URGELL"
"ESPAÑA","BARCELONA","VILADA"
" ","BUENOS AIRES","OLAVARRIA"
"MEXICO","COAHUILA_DE_ZARAGOZA","PIEDRAS_NEGRAS"
"REPUBLICA_DOMINICANA","LA_VEGA","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","CAPITáN_SARMIENTO"
"ARGENTINA","MENDOZA","SANTA_ROSA"
"BELGICA","BRUSSELS_HOOFDSTEDELIJK_GEWEST","SIN_INFORMAR"
"ESTADOS_UNIDOS","MASSACHUSETTS","SIN_INFORMAR"
"Paises_Bajos","GELDERLAND","SIN_INFORMAR"
"CHILE","BIO-BIO","BIOBíO"
"PERU","JUNIN","SIN_INFORMAR"
"TAIWAN","KAO-HSIUNG","SIN_INFORMAR"
"ESPAÑA","ALICANTE","MUTXAMEL"
"ECUADOR","MANABI","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SANTPEDOR"
"ESPAÑA","TENERIFE","GÜÍMAR"
"ESPAÑA","MADRID","ALDEA_DEL_FRESNO"
"ESPAÑA","CACERES","PLASENCIA"
"ESPAÑA","PONTEVEDRA","BAIONA"
"BRASIL","RIO_GRANDE_DO_SUL","PELOTAS"
"ESPAÑA","ASTURIAS","LLANERA"
"MEXICO","JALISCO","ZAPOTLANEJO"
"ESPAÑA","TARRAGONA","POBLA_DE_MAFUMET__LA"
"MEXICO","MEXICO","ALMOLOYA_DE_ALQUISIRAS"
"ESPAÑA","VALLADOLID","LAGUNA_DE_DUERO"
"MEXICO","SAN_LUIS_POTOSI","SIN_INFORMAR"
"ESPAÑA","SEVILLA","BOLLULLOS_DE_LA_MITACION"
" ","MENDOZA","LAS HERAS"
"ESPAÑA","SEVILLA","CORIA_DEL_RIO"
"CHIPRE","NICOSIA","STROVOLOS"
"ESPAÑA","MADRID","MECO"
"ESPAÑA","GRANADA","IZNALLOZ"
"ESPAÑA","BARCELONA","SANT_SALVADOR_DE_GUARDIOLA"
"ESTONIA","TARTU","SIN_INFORMAR"
"SUIZA","OBWALDEN","SIN_INFORMAR"
"ESPAÑA","VALENCIA","TORRE_BAJA"
"ESPAÑA","ALICANTE","BENITACHELL"
"ESPAÑA","HUELVA","SAN_JUAN_DEL_PUERTO"
"PERU","HUANCAVELICA","SIN_INFORMAR"
" ","BUENOS AIRES","MARCOS PAZ"
"ESPAÑA","CACERES","ARROYOMOLINOS"
"ESPAÑA","MADRID","COLMENAR_DEL_ARROYO"
"REPUBLICA_POPULAR_CHINA","SHANXI","SIN_INFORMAR"
"COLOMBIA","AMAZONAS","SIN_INFORMAR"
"MEXICO","SAN_LUIS_POTOSI","CATORCE"
"MEXICO","PUEBLA","SAN_GREGORIO_ATZOMPA"
"BELICE","BELIZE","SIN_INFORMAR"
"ARGENTINA","MENDOZA","GUAYMALLéN"
"ARGENTINA","CHACO","DOCE_DE_OCTUBRE"
"ARGENTINA","BUENOS_AIRES","PRESIDENTE_PERóN"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SAN_MARTíN"
"SUIZA","GENEVE","SIN_INFORMAR"
"BOLIVIA","COCHABAMBA","GERMáN_JORDáN"
"ESPAÑA","ALICANTE","SAN_VICENTE_DEL_RASPEIG"
"ESPAÑA","ORENSE","OURENSE"
"JAPON","SAITAMA","SIN_INFORMAR"
"MEXICO","DISTRITO_FEDERAL","IZTACALCO"
"ESPAÑA","GUADALAJARA","AZUQUECA_DE_HENARES"
"ESPAÑA","SEGOVIA","RIBOTA"
"ESPAÑA","BARCELONA","BERGA"
"ESPAÑA","SEVILLA","CAMAS"
"ESPAÑA","ALICANTE","ROJALES"
"HOLANDA","NOORD-BRABANT","SIN_INFORMAR"
"ESPAÑA","SEVILLA","ESPARTINAS"
"ESPAÑA","SEVILLA","CASTILLEJA_DE_LA_CUESTA"
"BRASIL","MINAS_GERAIS","IPATINGA"
"ESPAÑA","VALENCIA","POBLA_DE_VALLBONA__LA"
"ESPAÑA","LUGO","MONTERROSO"
"PERU","LIMA","SAN_ISIDRO"
"ESPAÑA","TENERIFE","BREÑA_BAJA"
"ARGENTINA","TUCUMAN","BANDA"
"POLONIA","LUBLIN","SIN_INFORMAR"
"BULGARIA","GRAD_SOFIYA","SIN_INFORMAR"
"ESPAÑA","BADAJOZ","OLIVENZA"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","LA_MATANZA"
"MEXICO","OAXACA","TLALIXTAC_DE_CABRERA"
"ESPAÑA","CADIZ","SANLUCAR_DE_BARRAMEDA"
"ESPAÑA","BARCELONA","SANTA_EULALIA_DE_RIUPRIMER"
" ","BUENOS AIRES","VILLA GESELL"
"ESPAÑA","MADRID","SERRANILLOS_DEL_VALLE"
"BRASIL","SANTA_CATARINA","CONCóRDIA"
"ESPAÑA","TERUEL","ORIHUELA_DEL_TREMEDAL"
"AUSTRALIA","NORTHERN_TERRITORY","SIN_INFORMAR"
"ESPAÑA","LLEIDA","BORGES_BLANQUES__LES"
"BRASIL","BAHIA","VITóRIA_DA_CONQUISTA"
"MEXICO","MORELOS","TETECALA"
"ARGENTINA","SAN_JUAN","CHIMBAS"
"ARGENTINA","ENTRE_RIOS","URUGUAY"
"ARGENTINA","CHUBUT","GASTRE"
"ESPAÑA","VIZCAYA","ETXEBARRI__ANT._DE_SAN_ESTEBAN"
"MEXICO","QUINTANA_ROO","BENITO_JUáREZ"
"ECUADOR","GUAYAS","SIN_INFORMAR"
"BRASIL","SANTA_CATARINA","FLORIANóPOLIS"
"ESPAÑA","ZARAGOZA","PEDROLA"
"ESPAÑA","ALAVA","VITORIA_GASTEIZ"
"ESTADOS_UNIDOS","FLORIDA","CIUDAD_DE_BUENOS_AIRES"
"CHILE","LOS_LAGOS","LLANQUIHUE"
"ESPAÑA","ALBACETE","FUENTE_ALAMO"
"MEXICO","DISTRITO_FEDERAL","GUSTAVO_A._MADERO"
"ESPAÑA","CADIZ","SAN_ROQUE"
"ESPAÑA","VALENCIA","XATIVA"
"ESPAÑA","LA_CORUÑA","BOIRO"
"ESPAÑA","GUIPUZCOA","RENTERIA"
"URUGUAY","RIVERA","SIN_INFORMAR"
"CHILE","BIO-BIO","ÑUBLE"
"MEXICO","GUERRERO","TLAPA_DE_COMONFORT"
"ESPAÑA","CIUDAD_REAL","SOCUELLAMOS"
"ESPAÑA","BARCELONA","SANTA_SUSANNA"
"ESPAÑA","ALICANTE","MONOVAR"
"ARGENTINA","NEUQUEN","ZáRATE"
"TAIWAN","SIN_INFORMAR","SIN_INFORMAR"
"MOZAMBIQUE","SOFALA","SIN_INFORMAR"
"ESPAÑA","VALENCIA","TAVERNES_BLANQUES"
"ESPAÑA","CANTABRIA","SANTOÑA"
"MEXICO","NAYARIT","TEPIC"
"ESPAÑA","SORIA","SAN_ESTEBAN_DE_GORMAZ"
"ESPAÑA","BARCELONA","SANT_QUINTI_DE_MEDIONA"
"ESPAÑA","LEON","VILLAFRANCA_DEL_BIERZO"
"NUEVA_ZELANDA","WAIMATE","SIN_INFORMAR"
"ESPAÑA","ASTURIAS","TAPIA_DE_CASARIEGO"
"ARGENTINA","LIBERTADOR","LEDESMA"
"ESPAÑA","NAVARRA","ITURMENDI"
"ESPAÑA","BARCELONA","CASTELLBELL_I_EL_VILAR"
"MEXICO","JALISCO","AYUTLA"
"ESPAÑA","VIZCAYA","LOIU"
"ESPAÑA","ZAMORA","CARBELLINO"
"ESPAÑA","LLEIDA","BENAVENT_DE_SEGRIÀ"
"ESPAÑA","GIRONA","VALLFOGONA_DE_RIPOLLES"
"ESPAÑA","ALAVA","BERNEDO"
" ","BUENOS AIRES","MORON"
"ARGENTINA","CORDOBA","RíO_PRIMERO"
"ARGENTINA","NEUQUEN","SIN_INFORMAR"
"ESTADOS_UNIDOS","ALABAMA","SIN_INFORMAR"
"IRLANDA","GALWAY","SIN_INFORMAR"
"ESPAÑA","LAS_PALMAS","MOGAN"
"ESPAÑA","VIZCAYA","BERMEO"
"ESPAÑA","BARCELONA","TARADELL"
"MEXICO","MEXICO","VALLE_DE_BRAVO"
"ESPAÑA","NAVARRA","VILLATUERTA"
"ARGENTINA","MENDOZA","GENERAL_SAN_MARTíN"
"REINO_UNIDO","BARNET","SIN_INFORMAR"
"BRASIL","PARA","SIN_INFORMAR"
"BRASIL","SAO_PAULO","BAURU"
"RUSIA","MOSCOW_CITY","CIUDAD_DE_BUENOS_AIRES"
"MEXICO","MEXICO","MORELOS"
"CHILE","LOS_LAGOS","SIN_INFORMAR"
"ESPAÑA","LEON","SAN_ANDRES_DEL_RABANEDO"
"ESPAÑA","VALENCIA","CORBERA"
"REINO_UNIDO","BARKING_AND_DAGENHAM","SIN_INFORMAR"
"ESPAÑA","JAEN","BAÑOS_DE_LA_ENCINA"
"ESPAÑA","GRANADA","ALFACAR"
"ESPAÑA","CIUDAD_REAL","BOLAÑOS_DE_CALATRAVA"
"MALASIA","PULAU_PINANG","SIN_INFORMAR"
"QATAR","AD_DAWHAH","SIN_INFORMAR"
"CAMBOYA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","ALAVA","ZUIA"
"ESPAÑA","SEVILLA","AZNALCAZAR"
"ESPAÑA","SEGOVIA","SAN_CRISTÓBAL_DE_SEGOVIA"
"BOLIVIA","TARIJA","LEDESMA"
"ESPAÑA","VALLADOLID","TUDELA_DE_DUERO"
"ESPAÑA","VALENCIA","TORRES_TORRES"
"ARGENTINA","BUENOS_AIRES","LUJáN"
"ARGENTINA","CORDOBA","SANTA_MARíA"
"CANADA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","BARCELONA","CALELLA"
"ESPAÑA","BARCELONA","CASTELLDEFELS"
"ESPAÑA","MURCIA","MURCIA"
"ESTADOS_UNIDOS","OHIO","SIN_INFORMAR"
"ESPAÑA","ALMERIA","ALHAMA_DE_ALMERIA"
"JAPON","YAMANASHI","SIN_INFORMAR"
"ESPAÑA","GUIPUZCOA","DONOSTIA_SAN_SEBASTIAN"
"ESPAÑA","VALLADOLID","CIGALES"
"ESPAÑA","GIRONA","SANT_FELIU_DE_GUIXOLS"
"ESPAÑA","LA_RIOJA","SIN_INFORMAR"
"ESPAÑA","GIRONA","PALAFRUGELL"
"ESPAÑA","MADRID","COSLADA"
"ESTADOS_UNIDOS","VIRGIN_ISLANDS","SIN_INFORMAR"
"ESPAÑA","HUESCA","QUICENA"
"MEXICO","COLIMA","COLIMA"
"ESPAÑA","ALICANTE","AGOST"
"ESPAÑA","BADAJOZ","ALBURQUERQUE"
"ESPAÑA","TARRAGONA","ALTAFULLA"
"JAPON","KAGAWA","SIN_INFORMAR"
"CHILE","LOS_LAGOS","CHILOé"
"VENEZUELA","BARINAS","SIN_INFORMAR"
"SIRIA","RIF_DIMASHQ","SIN_INFORMAR"
"VENEZUELA","SUCRE","SIN_INFORMAR"
"ESPAÑA","GRANADA","CALICASAS"
"ESPAÑA","MADRID","VENTURADA"
"ESPAÑA","ALMERIA","LAS_TURRE"
"BRASIL","MATO_GROSSO_DO_SUL","SIN_INFORMAR"
"ESPAÑA","VALENCIA","MARINES"
"ESPAÑA","ALMERIA","GADOR"
"HONDURAS","YORO","SIN_INFORMAR"
" ","BUENOS AIRES","TIGRE"
"ESPAÑA","ZAMORA","MANGANESES_DE_LA_LAMPREANA"
"BRASIL","SANTA_CATARINA","XANXERê"
"REINO_UNIDO","NORTHUMBERLAND","SIN_INFORMAR"
"MEXICO","MICHOACAN_DE_OCAMPO","ZAMORA"
"ESPAÑA","TARRAGONA","SENIA__LA"
"ESPAÑA","VALENCIA","GUARDAMAR_DE_LA_SAFOR"
"ESPAÑA","CORDOBA","AGUILAR_DE_LA_FRONTERA"
"ZAMBIA","LUSAKA","SIN_INFORMAR"
"ESPAÑA","ORENSE","PUNXIN"
"REINO_UNIDO","WALTHAM_FOREST","SIN_INFORMAR"
"JAPON","YAMAGUCHI","SIN_INFORMAR"
"SUDAFRICA","NORTHERN_CAPE","SIN_INFORMAR"
"ARGENTINA","CORDOBA","SAN_JUSTO"
"ARGENTINA","SAN_LUIS","AYACUCHO_"
"ARGENTINA","LA_PAMPA","QUEMú_QUEMú"
"ESPAÑA","VALENCIA","CARCAIXENT"
"ESPAÑA","MADRID","NAVAS_DEL_REY"
"JAPON","SHIZUOKA","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","CULLEREDO"
"ESPAÑA","CASTELLON","SEGORBE"
"ESPAÑA","LAS_PALMAS","INGENIO"
"ESPAÑA","ALAVA","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","SANTIAGO_DE_COMPOSTELA"
"ESPAÑA","LA_CORUÑA","NARON"
"REINO_UNIDO","EAST_SUSSEX","SIN_INFORMAR"
"ESPAÑA","TERUEL","ANDORRA"
"ESPAÑA","LLEIDA","ALPICAT"
"ESPAÑA","TARRAGONA","ALBIOL__L´"
"ESPAÑA","HUELVA","AYAMONTE"
"ARGENTINA","BUENOS_AIRES","SARMIENTO_"
"ESPAÑA","MALAGA","MONDA"
"ESPAÑA","BARCELONA","SANT_VICENÇ_DE_MONTALT"
"INDIA","HARYANA","SIN_INFORMAR"
"ESPAÑA","HUELVA","MOGUER"
"ISRAEL","HAMERKAZ","NESS_TZIONA"
"CUBA","SANTIAGO_DE_CUBA","SIN_INFORMAR"
"BOLIVIA","POTOSI","CHAYANTA"
"MEXICO","MEXICO","SAN_MATEO_ATENCO"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 7"
"MEXICO","VERACRUZ-LLAVE","LA_ANTIGUA"
" ","LA PAMPA","MARACO"
" ","MISIONES","CAPITAL"
"ESPAÑA","CACERES","HERVAS"
"CHILE","AISEN_DEL_GRAL_CARLOS_IBANEZ_DEL_CAMPO","GENERAL_CARRERA"
"ESPAÑA","VALENCIA","BENIRREDRA"
"ESPAÑA","ORENSE","CORTEGADA"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","SAN_CRISTóBAL"
"GUATEMALA","HUEHUETENANGO","SIN_INFORMAR"
"ESPAÑA","BADAJOZ","MONTIJO"
"ESPAÑA","CACERES","ROBLEDILLO_DE_LA_VERA"
"ESPAÑA","CADIZ","BENALUP"
"ARGENTINA","CORDOBA","CALAMUCHITA"
"ARGENTINA","BUENOS_AIRES","CHASCOMúS"
"ARGENTINA","LA_PAMPA","PUELéN"
"ARGENTINA","BUENOS_AIRES","PUAN"
"ARGENTINA","SAN_LUIS","SIN_INFORMAR"
"COLOMBIA","CUNDINAMARCA","SIN_INFORMAR"
"REINO_UNIDO","MANCHESTER","SIN_INFORMAR"
"REPUBLICA_DOMINICANA","LA_ALTAGRACIA","SIN_INFORMAR"
"MEXICO","NUEVO_LEON","SIN_INFORMAR"
"ESPAÑA","GRANADA","ARMILLA"
"ESPAÑA","TENERIFE","SANTIAGO_DEL_TEIDE"
"ESPAÑA","ALICANTE","FINESTRAT"
"ESPAÑA","BARCELONA","CORBERA_DE_LLOBREGAT"
"ESPAÑA","ORENSE","BARBADAS"
"ESPAÑA","IBIZA","SANT_JOAN_DE_LABRITJA"
"REINO_UNIDO","CORNWALL","SIN_INFORMAR"
"ALBANIA","TIRANE","SIN_INFORMAR"
"ARGENTINA","SIN_INFORMAR","ITUZAINGó"
"ESPAÑA","TOLEDO","ARGES"
"ESPAÑA","CIUDAD_REAL","TORRENUEVA"
"BOLIVIA","CHUQUISACA","SUD_CINTI"
"MEXICO","ZACATECAS","FRESNILLO"
"ESPAÑA","ALMERIA","LUBRIN"
"ESTADOS_UNIDOS","BUENOS_AIRES","RIVADAVIA"
"ESPAÑA","CANTABRIA","ARENAS_DE_IGUÑA"
"ESPAÑA","ZARAGOZA","TARAZONA"
" ","BUENOS AIRES","MERLO"
"ESPAÑA","TARRAGONA","TORRE_DE_L´ESPANYOL__LA"
"ESPAÑA","ALMERIA","PARTALOA"
"ESPAÑA","SALAMANCA","PEÑARANDA_DE_BRACAMONTE"
"NUEVA_ZELANDA","ROTORUA","SIN_INFORMAR"
"NUEVA_ZELANDA","RODNEY","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","DUPUY"
"ARGENTINA","ENTRE_RIOS","DIAMANTE"
"ARGENTINA","CORDOBA","MINAS"
"ARGENTINA","CATAMARCA","SIN_INFORMAR"
"ARGENTINA","JUJUY","SIN_INFORMAR"
"ESTADOS_UNIDOS","MICHIGAN","SIN_INFORMAR"
"BRASIL","RIO_DE_JANEIRO","LAGOS"
"ESPAÑA","VALLADOLID","VALLADOLID"
"BRASIL","SANTA_CATARINA","BLUMENAU"
"ESPAÑA","TARRAGONA","RODA_DE_BARA"
"ARGENTINA","TIERRA_DEL_FUEGO","ISLAS_DEL_ATLáNTICO_SUR"
"BRASIL","MINAS_GERAIS","UBá"
" ","CORDOBA","SANTA MARIA"
" ","BUENOS AIRES","BAHIA BLANCA"
" ","BUENOS AIRES","LA MATANZA"
"REPUBLICA_CHECA","STREDOCESKY_KRAJ","SIN_INFORMAR"
"BRASIL","PARANA","PONTA_GROSSA"
"BRASIL","PERNAMBUCO","GARANHUNS"
"CHILE","ARICA_Y_PARINACOTA","ARICA"
"ESPAÑA","ALICANTE","CASTALLA"
"ESPAÑA","ORENSE","BARCO_DE_VALDEORRAS._O"
"ISRAEL","HAMERKAZ","KFAR_SABA"
"ESPAÑA","CASTELLON","OROPESA_DEL_MAR/ORPESA"
"REINO_UNIDO","BELFAST","SIN_INFORMAR"
"BRASIL","RIO_DE_JANEIRO","SANTO_ANTôNIO_DE_PáDUA"
"RUSIA","KHABAROVSK","SIN_INFORMAR"
"ESPAÑA","CASTELLON","VALL_D´UIXÓ__LA"
"SUECIA","KRONOBERGS_LAN","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","LEIOA"
"DINAMARCA","FYN","SIN_INFORMAR"
"ESPAÑA","ZAMORA","ROALES"
"BRASIL","MINAS_GERAIS","SãO_LOURENçO"
"ESPAÑA","GIRONA","SANTA_LLOGAIA_D´ALGUEMA"
"ARGENTINA","MENDOZA","RIVADAVIA"
